SK_ID_CURR,prob_randomforest
255317,0.03
255319,0.06
255320,0.13
255322,0.03
255332,0.22
255337,0.13
255344,0.07
255347,0.13
255348,0.05
255351,0.08
255366,0.11
255371,0.06
255372,0.0
255373,0.23
255377,0.05
255378,0.15
255405,0.07
255408,0.11
255425,0.2
255434,0.16
255441,0.05
255442,0.1
255451,0.03
255486,0.04
255490,0.32
255493,0.06
255501,0.04
255503,0.03
255515,0.07
255522,0.06
255526,0.1
255538,0.11
255541,0.06
255546,0.14
255549,0.07
255557,0.02
255564,0.09
255568,0.07
255572,0.1
255581,0.04
255585,0.04
255586,0.25
255596,0.11
255598,0.02
255600,0.18
255619,0.11
255620,0.05
255623,0.05
255631,0.03
255632,0.18
255633,0.16
255646,0.1
255647,0.13
255649,0.03
255659,0.11
255666,0.04
255669,0.05
255674,0.03
255675,0.02
255678,0.06
255682,0.27
255690,0.17
255691,0.04
255694,0.07
255706,0.01
255717,0.05
255720,0.03
255723,0.1
255724,0.11
255729,0.01
255731,0.08
255733,0.02
255734,0.23
255738,0.09
255760,0.02
255766,0.09
255770,0.06
255772,0.07
255775,0.08
255776,0.03
255786,0.01
255795,0.04
255797,0.13
255810,0.07
255813,0.12
255829,0.09
255830,0.01
255832,0.17
255847,0.05
255853,0.15
255876,0.04
255881,0.05
255883,0.03
255891,0.04
255899,0.04
255900,0.12
255906,0.09
255907,0.26
255911,0.06
255921,0.1
255925,0.26
255930,0.12
255941,0.02
255948,0.04
255969,0.08
255973,0.12
255974,0.01
255976,0.1
255977,0.04
255978,0.04
255981,0.08
255988,0.02
255990,0.03
255992,0.07
255998,0.03
256015,0.05
256016,0.05
256036,0.02
256045,0.1
256050,0.12
256066,0.22
256076,0.24
256080,0.03
256083,0.1
256086,0.03
256103,0.05
256108,0.05
256114,0.08
256115,0.08
256139,0.09
256141,0.1
256146,0.03
256150,0.02
256177,0.08
256179,0.06
256194,0.06
256195,0.12
256200,0.26
256204,0.05
256205,0.13
256213,0.08
256222,0.02
256224,0.02
256235,0.17
256264,0.06
256268,0.17
256276,0.06
256277,0.05
256282,0.0
256285,0.03
256293,0.02
256294,0.08
256296,0.12
256297,0.08
256315,0.06
256317,0.16
256334,0.11
256339,0.07
256342,0.25
256345,0.06
256348,0.14
256350,0.07
256351,0.11
256357,0.15
256375,0.17
256377,0.11
256379,0.2
256392,0.03
256398,0.02
256419,0.02
256422,0.05
256424,0.0
256431,0.05
256432,0.07
256438,0.17
256459,0.0
256460,0.12
256506,0.3
256507,0.02
256511,0.03
256513,0.15
256519,0.07
256533,0.04
256539,0.1
256590,0.07
256606,0.2
256614,0.06
256642,0.07
256644,0.03
256653,0.02
256663,0.03
256666,0.03
256669,0.1
256678,0.11
256685,0.14
256705,0.05
256708,0.02
256713,0.02
256715,0.12
256718,0.05
256745,0.07
256752,0.03
256753,0.04
256754,0.03
256763,0.0
256772,0.01
256773,0.07
256774,0.17
256776,0.31
256783,0.09
256790,0.02
256801,0.15
256802,0.14
256803,0.11
256808,0.02
256809,0.12
256810,0.1
256818,0.1
256824,0.02
256825,0.03
256826,0.07
256829,0.06
256834,0.03
256843,0.23
256866,0.15
256875,0.11
256876,0.09
256887,0.13
256888,0.07
256894,0.03
256909,0.04
256918,0.18
256927,0.04
256931,0.02
256933,0.15
256937,0.11
256950,0.06
256955,0.05
256962,0.06
256972,0.04
256985,0.2
256987,0.12
256993,0.01
257000,0.13
257017,0.03
257019,0.11
257020,0.14
257022,0.1
257023,0.08
257025,0.18
257050,0.05
257056,0.01
257060,0.18
257064,0.18
257066,0.05
257071,0.06
257073,0.03
257076,0.01
257084,0.07
257088,0.12
257102,0.15
257118,0.09
257119,0.13
257120,0.06
257131,0.09
257145,0.17
257150,0.08
257154,0.13
257169,0.13
257192,0.1
257200,0.08
257204,0.07
257205,0.09
257213,0.04
257216,0.02
257219,0.1
257232,0.09
257234,0.05
257244,0.16
257251,0.02
257255,0.08
257260,0.02
257263,0.2
257267,0.1
257277,0.04
257293,0.05
257294,0.04
257304,0.01
257307,0.05
257312,0.09
257324,0.11
257325,0.13
257326,0.04
257353,0.02
257354,0.02
257369,0.05
257372,0.05
257375,0.08
257388,0.11
257393,0.05
257395,0.02
257399,0.14
257406,0.13
257409,0.01
257437,0.1
257441,0.02
257442,0.12
257473,0.04
257476,0.05
257477,0.36
257483,0.24
257500,0.08
257506,0.17
257508,0.08
257511,0.14
257514,0.02
257527,0.22
257528,0.12
257545,0.06
257546,0.07
257548,0.09
257551,0.05
257564,0.02
257565,0.04
257567,0.11
257572,0.05
257575,0.09
257577,0.24
257578,0.03
257585,0.01
257589,0.1
257590,0.08
257594,0.11
257596,0.04
257614,0.17
257618,0.12
257624,0.14
257632,0.0
257638,0.02
257644,0.1
257650,0.04
257653,0.03
257660,0.24
257663,0.06
257665,0.08
257677,0.2
257678,0.04
257690,0.11
257700,0.02
257711,0.04
257712,0.25
257715,0.03
257718,0.07
257720,0.07
257740,0.23
257748,0.14
257765,0.08
257768,0.08
257777,0.08
257778,0.09
257785,0.15
257789,0.16
257794,0.16
257796,0.15
257821,0.03
257823,0.16
257832,0.02
257844,0.23
257848,0.17
257854,0.04
257861,0.16
257872,0.09
257875,0.06
257876,0.15
257883,0.05
257888,0.1
257895,0.1
257900,0.05
257906,0.01
257907,0.16
257920,0.14
257921,0.12
257926,0.04
257932,0.04
257940,0.1
257947,0.12
257953,0.18
257958,0.02
257967,0.08
257977,0.02
257986,0.0
258012,0.07
258013,0.13
258031,0.04
258034,0.01
258037,0.32
258051,0.21
258056,0.04
258058,0.09
258066,0.2
258074,0.1
258077,0.07
258090,0.05
258109,0.05
258114,0.11
258124,0.1
258127,0.08
258141,0.03
258148,0.09
258151,0.14
258163,0.01
258166,0.02
258169,0.07
258179,0.07
258190,0.07
258193,0.04
258207,0.28
258220,0.03
258222,0.07
258223,0.08
258225,0.03
258227,0.03
258231,0.06
258233,0.15
258249,0.02
258255,0.07
258259,0.14
258276,0.05
258281,0.25
258302,0.04
258305,0.07
258310,0.03
258334,0.08
258335,0.11
258338,0.04
258345,0.05
258360,0.03
258363,0.09
258381,0.2
258384,0.12
258387,0.06
258400,0.11
258402,0.14
258406,0.2
258408,0.19
258432,0.02
258443,0.02
258461,0.05
258488,0.18
258489,0.05
258508,0.15
258524,0.04
258527,0.0
258545,0.05
258549,0.04
258560,0.1
258565,0.03
258567,0.1
258575,0.13
258590,0.06
258591,0.04
258592,0.03
258603,0.1
258606,0.05
258610,0.12
258627,0.12
258631,0.05
258637,0.06
258638,0.1
258640,0.09
258645,0.01
258651,0.03
258652,0.12
258653,0.09
258662,0.02
258663,0.09
258671,0.06
258679,0.07
258685,0.02
258686,0.32
258697,0.05
258705,0.2
258723,0.17
258724,0.15
258734,0.04
258763,0.05
258764,0.08
258771,0.09
258773,0.05
258782,0.08
258784,0.02
258790,0.04
258811,0.07
258817,0.06
258818,0.09
258832,0.07
258837,0.17
258841,0.22
258842,0.02
258843,0.08
258860,0.1
258875,0.1
258881,0.03
258887,0.04
258889,0.07
258924,0.15
258925,0.15
258948,0.09
258949,0.04
258963,0.27
258964,0.01
258966,0.27
258973,0.08
258974,0.07
258979,0.11
258989,0.21
258997,0.12
259001,0.04
259013,0.09
259018,0.14
259020,0.23
259031,0.14
259044,0.21
259050,0.22
259064,0.0
259078,0.11
259088,0.31
259124,0.04
259125,0.06
259135,0.04
259137,0.02
259146,0.04
259148,0.36
259168,0.14
259178,0.11
259194,0.05
259198,0.03
259204,0.03
259209,0.03
259223,0.09
259228,0.08
259234,0.25
259237,0.04
259246,0.08
259247,0.03
259249,0.04
259264,0.01
259274,0.08
259281,0.05
259283,0.06
259284,0.08
259285,0.09
259286,0.07
259291,0.26
259304,0.03
259309,0.04
259322,0.02
259323,0.23
259331,0.1
259339,0.05
259344,0.11
259350,0.16
259353,0.06
259356,0.05
259365,0.13
259377,0.12
259397,0.01
259403,0.05
259411,0.03
259415,0.11
259420,0.12
259423,0.13
259424,0.12
259431,0.03
259434,0.04
259438,0.12
259439,0.05
259441,0.09
259452,0.02
259460,0.03
259471,0.07
259483,0.07
259494,0.13
259496,0.04
259500,0.18
259512,0.07
259526,0.02
259528,0.05
259548,0.04
259568,0.02
259593,0.13
259603,0.04
259611,0.02
259620,0.08
259621,0.41
259623,0.14
259633,0.22
259648,0.05
259678,0.05
259691,0.01
259693,0.07
259708,0.17
259720,0.09
259734,0.02
259741,0.07
259749,0.05
259750,0.03
259752,0.05
259755,0.07
259759,0.09
259776,0.04
259779,0.04
259790,0.09
259797,0.01
259799,0.07
259804,0.04
259807,0.06
259810,0.05
259811,0.32
259822,0.06
259833,0.06
259838,0.04
259844,0.11
259846,0.05
259848,0.11
259861,0.2
259867,0.09
259876,0.13
259880,0.06
259897,0.11
259908,0.19
259912,0.03
259920,0.07
259922,0.02
259928,0.12
259932,0.02
259946,0.03
259962,0.36
259982,0.09
259985,0.04
259994,0.14
259996,0.25
260000,0.11
260007,0.2
260018,0.11
260021,0.02
260038,0.02
260051,0.2
260052,0.03
260070,0.06
260074,0.01
260080,0.12
260092,0.02
260097,0.0
260101,0.08
260108,0.06
260117,0.14
260129,0.01
260142,0.03
260145,0.06
260146,0.07
260147,0.06
260148,0.19
260153,0.09
260156,0.04
260171,0.02
260202,0.04
260221,0.05
260222,0.07
260226,0.15
260227,0.14
260247,0.12
260251,0.09
260261,0.03
260264,0.01
260266,0.1
260268,0.16
260289,0.09
260301,0.04
260316,0.04
260348,0.08
260359,0.15
260364,0.24
260391,0.12
260422,0.09
260435,0.06
260438,0.05
260446,0.07
260447,0.14
260458,0.09
260461,0.1
260469,0.06
260471,0.15
260482,0.36
260484,0.04
260487,0.28
260489,0.09
260500,0.05
260508,0.03
260509,0.27
260512,0.16
260525,0.03
260530,0.04
260533,0.12
260538,0.15
260541,0.16
260546,0.1
260551,0.03
260556,0.27
260561,0.04
260566,0.04
260572,0.09
260579,0.19
260582,0.13
260583,0.04
260584,0.06
260586,0.06
260589,0.09
260608,0.2
260632,0.14
260634,0.08
260635,0.11
260645,0.08
260659,0.07
260665,0.06
260673,0.07
260675,0.13
260676,0.11
260700,0.14
260721,0.34
260723,0.1
260732,0.06
260738,0.04
260748,0.05
260782,0.13
260806,0.07
260820,0.04
260825,0.07
260830,0.03
260844,0.13
260858,0.1
260860,0.09
260863,0.06
260867,0.09
260875,0.06
260877,0.2
260902,0.12
260910,0.05
260913,0.06
260923,0.01
260926,0.28
260936,0.07
260937,0.09
260948,0.27
260949,0.16
260959,0.11
260962,0.28
260986,0.21
260988,0.03
260992,0.12
260997,0.07
261007,0.11
261031,0.06
261039,0.06
261044,0.01
261055,0.11
261058,0.04
261069,0.09
261079,0.06
261084,0.06
261097,0.29
261101,0.06
261111,0.17
261115,0.08
261116,0.23
261121,0.07
261124,0.12
261126,0.0
261132,0.07
261161,0.02
261162,0.06
261175,0.07
261187,0.09
261191,0.08
261195,0.05
261197,0.09
261204,0.03
261231,0.05
261248,0.07
261263,0.18
261268,0.12
261273,0.15
261274,0.05
261277,0.24
261283,0.04
261293,0.07
261302,0.18
261309,0.0
261318,0.03
261340,0.2
261346,0.07
261355,0.06
261357,0.07
261365,0.05
261366,0.21
261376,0.04
261380,0.03
261385,0.32
261403,0.09
261416,0.16
261424,0.14
261425,0.03
261431,0.06
261433,0.03
261435,0.08
261440,0.02
261450,0.06
261456,0.22
261464,0.24
261465,0.03
261473,0.06
261475,0.08
261476,0.08
261480,0.04
261481,0.0
261495,0.07
261500,0.03
261506,0.09
261544,0.03
261551,0.01
261566,0.15
261573,0.05
261587,0.07
261592,0.05
261594,0.0
261626,0.02
261635,0.08
261649,0.09
261653,0.04
261660,0.09
261668,0.14
261669,0.1
261676,0.04
261688,0.04
261691,0.03
261699,0.05
261704,0.09
261718,0.28
261719,0.0
261735,0.09
261742,0.01
261746,0.3
261749,0.09
261759,0.08
261763,0.05
261772,0.09
261795,0.11
261798,0.04
261804,0.03
261806,0.05
261813,0.22
261814,0.15
261827,0.02
261835,0.08
261839,0.08
261840,0.14
261845,0.02
261846,0.12
261850,0.08
261853,0.02
261870,0.22
261871,0.02
261883,0.15
261885,0.05
261888,0.06
261892,0.02
261895,0.02
261906,0.09
261912,0.11
261918,0.03
261926,0.14
261930,0.07
261947,0.01
261956,0.06
261958,0.06
261960,0.07
261961,0.11
261965,0.17
261967,0.16
261968,0.04
261974,0.09
261980,0.09
261981,0.08
261983,0.08
261992,0.08
261998,0.05
262002,0.15
262006,0.07
262014,0.03
262017,0.13
262021,0.12
262038,0.1
262040,0.04
262043,0.07
262052,0.15
262054,0.15
262056,0.03
262058,0.06
262062,0.11
262065,0.06
262067,0.13
262070,0.14
262078,0.06
262084,0.03
262091,0.27
262092,0.07
262112,0.07
262114,0.15
262132,0.04
262140,0.27
262152,0.2
262159,0.05
262172,0.03
262180,0.05
262181,0.01
262188,0.25
262202,0.04
262206,0.07
262213,0.1
262227,0.07
262239,0.09
262243,0.08
262246,0.05
262251,0.12
262269,0.0
262272,0.01
262276,0.07
262277,0.08
262278,0.09
262281,0.05
262298,0.1
262308,0.0
262316,0.05
262320,0.09
262321,0.23
262337,0.29
262354,0.26
262362,0.06
262364,0.02
262365,0.02
262372,0.07
262373,0.06
262380,0.04
262392,0.04
262399,0.06
262407,0.15
262418,0.17
262429,0.22
262430,0.03
262446,0.03
262455,0.02
262459,0.15
262475,0.05
262478,0.22
262492,0.1
262520,0.07
262535,0.09
262537,0.06
262538,0.13
262541,0.02
262554,0.15
262559,0.09
262561,0.07
262562,0.02
262575,0.27
262576,0.06
262579,0.06
262581,0.16
262590,0.06
262599,0.07
262607,0.03
262608,0.03
262613,0.05
262620,0.02
262621,0.33
262622,0.03
262623,0.19
262629,0.01
262633,0.04
262650,0.07
262655,0.12
262659,0.07
262660,0.04
262663,0.02
262665,0.13
262666,0.13
262679,0.01
262681,0.17
262702,0.09
262705,0.14
262716,0.03
262725,0.11
262732,0.02
262743,0.01
262749,0.07
262752,0.06
262756,0.09
262758,0.14
262772,0.16
262784,0.03
262791,0.04
262793,0.16
262802,0.12
262814,0.15
262817,0.1
262820,0.06
262827,0.01
262832,0.01
262845,0.08
262847,0.06
262859,0.07
262862,0.18
262864,0.05
262865,0.11
262887,0.0
262914,0.06
262939,0.07
262943,0.18
262958,0.14
262963,0.05
262970,0.04
262979,0.28
262986,0.09
263004,0.04
263015,0.03
263016,0.06
263028,0.09
263029,0.18
263031,0.03
263044,0.09
263046,0.09
263056,0.09
263059,0.03
263061,0.17
263077,0.06
263087,0.12
263105,0.12
263116,0.12
263120,0.1
263127,0.32
263137,0.06
263166,0.1
263175,0.1
263184,0.06
263185,0.07
263205,0.09
263208,0.01
263210,0.11
263220,0.04
263224,0.09
263228,0.04
263240,0.04
263243,0.08
263288,0.13
263290,0.12
263306,0.04
263312,0.03
263319,0.04
263326,0.03
263331,0.06
263339,0.16
263347,0.04
263353,0.12
263355,0.26
263368,0.23
263408,0.03
263414,0.07
263421,0.02
263440,0.08
263458,0.03
263460,0.07
263475,0.02
263477,0.05
263479,0.06
263489,0.24
263492,0.18
263493,0.08
263498,0.06
263510,0.07
263513,0.05
263514,0.04
263517,0.14
263518,0.02
263548,0.05
263561,0.11
263564,0.04
263565,0.19
263576,0.04
263580,0.16
263582,0.05
263584,0.02
263593,0.23
263594,0.1
263598,0.03
263602,0.13
263611,0.09
263640,0.13
263642,0.0
263643,0.1
263646,0.08
263658,0.08
263664,0.04
263683,0.04
263703,0.1
263705,0.06
263709,0.01
263715,0.05
263728,0.07
263732,0.11
263735,0.04
263748,0.08
263750,0.01
263751,0.12
263759,0.12
263763,0.05
263765,0.0
263780,0.02
263783,0.13
263786,0.09
263794,0.07
263799,0.06
263802,0.12
263803,0.06
263820,0.09
263846,0.19
263857,0.0
263858,0.11
263860,0.29
263864,0.02
263870,0.02
263879,0.07
263881,0.1
263882,0.03
263895,0.06
263909,0.21
263918,0.08
263940,0.09
263945,0.05
263946,0.07
263947,0.15
263948,0.08
263962,0.2
263972,0.28
263974,0.03
263981,0.11
263984,0.04
263992,0.34
264001,0.06
264007,0.12
264010,0.0
264011,0.16
264015,0.18
264023,0.31
264030,0.08
264033,0.06
264037,0.03
264043,0.01
264044,0.03
264045,0.22
264050,0.04
264055,0.04
264059,0.06
264060,0.21
264062,0.08
264069,0.12
264077,0.07
264078,0.03
264087,0.06
264094,0.12
264095,0.28
264112,0.06
264113,0.12
264131,0.05
264145,0.1
264148,0.02
264157,0.13
264161,0.02
264173,0.2
264188,0.03
264195,0.06
264198,0.07
264199,0.03
264207,0.12
264209,0.0
264226,0.0
264227,0.09
264243,0.05
264246,0.27
264252,0.12
264254,0.05
264259,0.06
264274,0.03
264280,0.19
264285,0.05
264299,0.1
264331,0.05
264334,0.07
264338,0.07
264341,0.08
264344,0.13
264347,0.19
264350,0.02
264360,0.02
264365,0.09
264367,0.05
264378,0.14
264381,0.15
264397,0.03
264401,0.11
264405,0.04
264417,0.09
264422,0.06
264423,0.09
264424,0.07
264436,0.21
264441,0.05
264451,0.07
264453,0.07
264457,0.06
264460,0.07
264464,0.05
264469,0.1
264485,0.03
264491,0.1
264505,0.06
264535,0.16
264538,0.07
264541,0.06
264544,0.09
264545,0.1
264549,0.1
264557,0.1
264563,0.08
264569,0.14
264574,0.08
264587,0.09
264608,0.13
264610,0.23
264621,0.04
264627,0.05
264642,0.11
264644,0.02
264655,0.1
264660,0.09
264667,0.12
264691,0.09
264694,0.14
264695,0.02
264700,0.0
264709,0.01
264712,0.05
264714,0.02
264722,0.03
264728,0.05
264742,0.07
264744,0.15
264748,0.06
264760,0.12
264763,0.08
264771,0.05
264773,0.08
264782,0.2
264786,0.04
264787,0.11
264809,0.04
264811,0.06
264822,0.1
264823,0.16
264831,0.06
264834,0.09
264841,0.03
264848,0.13
264849,0.18
264863,0.19
264867,0.05
264874,0.07
264875,0.02
264877,0.03
264897,0.17
264900,0.14
264906,0.19
264909,0.07
264913,0.01
264922,0.07
264924,0.1
264927,0.09
264935,0.06
264938,0.21
264968,0.05
264975,0.1
264979,0.06
264989,0.07
265001,0.12
265009,0.04
265014,0.1
265016,0.05
265027,0.15
265049,0.1
265061,0.23
265062,0.04
265068,0.03
265072,0.06
265100,0.02
265105,0.05
265106,0.08
265110,0.05
265123,0.03
265126,0.29
265131,0.11
265134,0.21
265144,0.05
265146,0.19
265154,0.04
265164,0.12
265170,0.03
265172,0.04
265173,0.03
265178,0.16
265187,0.08
265191,0.12
265194,0.11
265216,0.06
265228,0.06
265231,0.01
265232,0.02
265233,0.07
265242,0.23
265243,0.01
265246,0.02
265259,0.19
265265,0.18
265266,0.02
265268,0.21
265280,0.01
265287,0.0
265297,0.03
265298,0.16
265300,0.07
265301,0.05
265305,0.25
265307,0.03
265314,0.06
265320,0.08
265331,0.14
265333,0.1
265336,0.05
265337,0.11
265344,0.03
265346,0.07
265371,0.03
265380,0.02
265386,0.02
265389,0.08
265409,0.17
265414,0.08
265415,0.02
265419,0.0
265422,0.07
265457,0.11
265461,0.11
265463,0.17
265468,0.08
265474,0.09
265478,0.04
265480,0.32
265488,0.11
265493,0.13
265510,0.12
265519,0.08
265521,0.16
265529,0.03
265533,0.18
265577,0.02
265591,0.18
265596,0.14
265607,0.05
265618,0.1
265619,0.07
265620,0.08
265628,0.11
265661,0.1
265669,0.05
265680,0.15
265707,0.12
265714,0.07
265716,0.08
265717,0.11
265718,0.03
265723,0.08
265730,0.03
265732,0.09
265744,0.21
265751,0.24
265760,0.12
265777,0.04
265783,0.09
265791,0.07
265792,0.01
265797,0.09
265798,0.03
265806,0.13
265815,0.06
265816,0.09
265821,0.06
265833,0.02
265854,0.03
265856,0.14
265858,0.07
265862,0.1
265863,0.08
265879,0.06
265881,0.06
265894,0.04
265895,0.39
265896,0.05
265898,0.07
265900,0.18
265907,0.03
265910,0.18
265917,0.11
265941,0.06
265955,0.08
265957,0.13
265961,0.03
265966,0.03
265969,0.12
265974,0.11
265976,0.05
265979,0.05
265985,0.03
265988,0.06
265990,0.15
265991,0.07
265993,0.03
265995,0.3
266009,0.07
266010,0.11
266014,0.16
266020,0.12
266022,0.05
266029,0.15
266045,0.05
266057,0.18
266060,0.14
266065,0.11
266071,0.03
266072,0.05
266074,0.06
266076,0.11
266089,0.15
266091,0.1
266097,0.15
266099,0.1
266106,0.12
266117,0.13
266120,0.1
266129,0.02
266132,0.04
266139,0.18
266140,0.09
266141,0.05
266146,0.35
266149,0.07
266159,0.03
266165,0.0
266171,0.26
266173,0.07
266177,0.12
266179,0.06
266186,0.04
266210,0.2
266227,0.05
266266,0.07
266291,0.08
266319,0.1
266321,0.02
266323,0.03
266329,0.04
266331,0.04
266333,0.16
266334,0.08
266338,0.04
266340,0.05
266344,0.1
266354,0.06
266359,0.14
266362,0.1
266364,0.06
266365,0.03
266379,0.09
266380,0.19
266387,0.05
266393,0.09
266396,0.05
266406,0.02
266418,0.12
266424,0.08
266440,0.04
266442,0.03
266444,0.11
266453,0.18
266455,0.07
266461,0.07
266462,0.03
266465,0.09
266466,0.19
266468,0.29
266471,0.05
266479,0.09
266499,0.19
266536,0.12
266543,0.1
266544,0.07
266556,0.08
266561,0.01
266573,0.07
266578,0.08
266590,0.22
266596,0.14
266624,0.11
266629,0.14
266635,0.06
266644,0.05
266650,0.03
266659,0.07
266666,0.1
266668,0.03
266674,0.25
266680,0.14
266686,0.13
266714,0.14
266730,0.05
266734,0.12
266740,0.16
266745,0.09
266749,0.07
266750,0.04
266751,0.12
266752,0.08
266753,0.02
266759,0.12
266763,0.06
266766,0.03
266783,0.04
266805,0.03
266812,0.02
266813,0.19
266816,0.12
266819,0.1
266820,0.29
266833,0.09
266842,0.03
266847,0.07
266848,0.08
266865,0.11
266867,0.15
266874,0.05
266885,0.04
266888,0.01
266890,0.12
266932,0.09
266941,0.15
266942,0.14
266948,0.03
266959,0.01
266977,0.02
266983,0.03
266984,0.21
266999,0.22
267000,0.2
267023,0.33
267031,0.12
267035,0.04
267046,0.13
267050,0.01
267058,0.02
267070,0.04
267079,0.04
267080,0.07
267093,0.08
267094,0.05
267102,0.04
267107,0.05
267108,0.12
267113,0.05
267127,0.06
267136,0.02
267143,0.03
267155,0.07
267180,0.01
267182,0.04
267184,0.03
267192,0.04
267195,0.07
267220,0.07
267228,0.02
267237,0.15
267241,0.03
267242,0.18
267247,0.09
267259,0.12
267260,0.11
267265,0.08
267269,0.15
267272,0.08
267275,0.06
267282,0.19
267284,0.32
267294,0.02
267298,0.04
267304,0.03
267316,0.18
267324,0.09
267327,0.1
267333,0.08
267338,0.07
267341,0.09
267342,0.07
267344,0.08
267345,0.27
267347,0.01
267361,0.1
267374,0.02
267379,0.01
267380,0.06
267382,0.11
267394,0.06
267403,0.05
267405,0.27
267412,0.09
267421,0.23
267437,0.05
267438,0.01
267443,0.0
267446,0.07
267460,0.09
267466,0.2
267469,0.21
267474,0.07
267488,0.02
267490,0.05
267496,0.6
267499,0.14
267501,0.1
267518,0.12
267522,0.33
267524,0.1
267532,0.05
267535,0.21
267547,0.03
267550,0.03
267559,0.23
267581,0.09
267586,0.06
267588,0.14
267592,0.0
267597,0.08
267600,0.02
267608,0.05
267620,0.05
267625,0.12
267628,0.01
267633,0.04
267639,0.04
267649,0.06
267659,0.08
267662,0.13
267671,0.09
267672,0.04
267677,0.03
267679,0.03
267682,0.03
267687,0.07
267689,0.04
267690,0.04
267707,0.26
267709,0.0
267716,0.06
267738,0.09
267744,0.18
267752,0.03
267754,0.15
267755,0.18
267757,0.1
267758,0.04
267767,0.17
267771,0.0
267808,0.15
267815,0.04
267833,0.24
267841,0.05
267843,0.04
267847,0.03
267857,0.1
267869,0.26
267881,0.14
267887,0.03
267890,0.02
267892,0.19
267895,0.04
267899,0.06
267906,0.07
267912,0.11
267917,0.07
267927,0.03
267930,0.02
267934,0.13
267950,0.09
267965,0.12
267966,0.03
267976,0.0
267998,0.02
267999,0.09
268012,0.08
268013,0.11
268014,0.04
268020,0.1
268028,0.08
268032,0.08
268039,0.08
268041,0.05
268046,0.05
268059,0.13
268064,0.07
268066,0.08
268073,0.16
268077,0.04
268085,0.01
268090,0.11
268109,0.24
268139,0.18
268151,0.07
268153,0.1
268155,0.21
268163,0.05
268166,0.02
268185,0.01
268189,0.02
268190,0.06
268192,0.02
268211,0.31
268213,0.01
268214,0.02
268220,0.09
268225,0.05
268227,0.11
268230,0.01
268247,0.26
268250,0.06
268268,0.07
268269,0.09
268271,0.15
268274,0.1
268280,0.14
268291,0.08
268299,0.04
268301,0.05
268306,0.1
268307,0.06
268310,0.01
268317,0.25
268328,0.06
268329,0.07
268337,0.06
268338,0.06
268357,0.04
268363,0.21
268373,0.07
268380,0.12
268386,0.09
268394,0.02
268407,0.07
268411,0.19
268417,0.04
268421,0.17
268422,0.27
268426,0.08
268427,0.06
268439,0.14
268445,0.03
268446,0.09
268459,0.1
268465,0.11
268466,0.1
268495,0.02
268497,0.05
268504,0.12
268508,0.07
268513,0.25
268525,0.05
268545,0.07
268546,0.04
268550,0.04
268568,0.04
268570,0.14
268590,0.04
268591,0.13
268602,0.09
268609,0.02
268616,0.14
268623,0.1
268645,0.28
268652,0.26
268668,0.13
268685,0.01
268707,0.08
268711,0.14
268714,0.05
268736,0.07
268746,0.16
268747,0.03
268749,0.13
268760,0.18
268761,0.03
268764,0.33
268781,0.01
268790,0.1
268799,0.03
268809,0.1
268814,0.09
268817,0.2
268822,0.06
268827,0.09
268828,0.04
268829,0.07
268845,0.22
268853,0.01
268859,0.05
268900,0.05
268911,0.04
268913,0.14
268917,0.21
268930,0.08
268934,0.07
268935,0.26
268938,0.08
268948,0.1
268950,0.12
268958,0.0
268975,0.02
268982,0.05
268983,0.09
268997,0.05
269009,0.04
269012,0.13
269017,0.16
269031,0.07
269038,0.16
269041,0.18
269045,0.12
269050,0.08
269056,0.07
269058,0.03
269060,0.05
269067,0.12
269082,0.12
269098,0.12
269105,0.02
269117,0.11
269123,0.1
269128,0.06
269143,0.09
269149,0.14
269162,0.14
269168,0.05
269172,0.19
269175,0.09
269189,0.04
269194,0.06
269197,0.09
269204,0.11
269211,0.02
269217,0.13
269222,0.06
269227,0.06
269228,0.13
269232,0.1
269250,0.09
269251,0.01
269257,0.11
269262,0.03
269263,0.1
269267,0.06
269275,0.04
269276,0.06
269279,0.03
269293,0.28
269300,0.08
269305,0.05
269309,0.11
269317,0.11
269352,0.22
269377,0.09
269378,0.07
269389,0.12
269392,0.05
269394,0.06
269402,0.2
269408,0.04
269410,0.04
269417,0.01
269421,0.14
269462,0.04
269481,0.04
269488,0.25
269489,0.02
269491,0.11
269495,0.05
269503,0.01
269510,0.16
269515,0.08
269522,0.06
269523,0.02
269536,0.03
269537,0.01
269549,0.04
269571,0.15
269576,0.09
269587,0.18
269595,0.11
269601,0.12
269610,0.28
269618,0.03
269620,0.06
269623,0.02
269637,0.07
269642,0.01
269652,0.08
269655,0.02
269661,0.11
269663,0.07
269665,0.04
269666,0.18
269667,0.08
269673,0.19
269693,0.06
269701,0.06
269702,0.04
269704,0.16
269718,0.03
269727,0.02
269732,0.02
269736,0.1
269738,0.03
269741,0.0
269744,0.03
269749,0.19
269750,0.04
269758,0.07
269775,0.12
269776,0.13
269777,0.1
269789,0.01
269794,0.11
269797,0.1
269807,0.27
269813,0.06
269844,0.04
269848,0.03
269871,0.03
269877,0.08
269878,0.08
269887,0.05
269904,0.08
269913,0.3
269938,0.15
269941,0.08
269953,0.09
269954,0.02
269955,0.03
269958,0.08
269960,0.08
269966,0.11
269975,0.09
269978,0.03
269989,0.06
269993,0.06
269998,0.09
270001,0.04
270020,0.06
270023,0.08
270028,0.13
270048,0.08
270061,0.04
270062,0.16
270096,0.27
270108,0.07
